사업자등록번호,기업명,대표자명,code,분류명,c_index,c_name
1098193668,아이티엠커뮤니케이션(주),윤양섭,58,출판업,58,정보통신업
1098194518,(주)한성아이티엘,이상로,58,출판업,58,정보통신업
1098195292,(주)산원네트웍스,김기훈,73,"기타 전문, 과학 및 기술 서비스업",70,전문과학기술업
1098195410,(주)신성글로벌네트워크,홍우석,42,전문직별 공사업,41,건설업
1098195540,(주)다올씨앤씨,김승용,42,전문직별 공사업,41,건설업
1098196379,(주)폴라리스방송,박기훈,59,영상.오디어 기록물 제작 및 배급업,58,정보통신업
1098196670,(주)대상모바일,홍관의,26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",26,기기류 제조업
1098198023,(주)케이에프텔,김미영,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1098199930,(주)유비파트너아이엔씨,곽규섭,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1098206758,(사)여성자원금고,김근화,94,협회 및 단체,94,협회
1098210500,학교법인서울미디어대학원대학교,조광제,85,교육 서비스업,85,교육
1098210567,(사)한국물류산업정책연구원,이헌수,70,연구개발업,70,전문과학기술업
1098232111,사회적협동조합동방,김승미,94,협회 및 단체,94,협회
1098600015,(주)지앤비소프텍,차호열,58,출판업,58,정보통신업
1098600922,왕글로벌써비스(주),황규성,46,도매 및 상품 중개업,45,도소매업
1098601315,(주)유니솔파트너즈,고성훈,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1098601431,(주)유레카인베스트먼트,손현경,68,부동산업,68,부동산업
1098601805,홍익미디어플러스(주),김태웅,58,출판업,58,정보통신업
1098603803,(주)에스와이디,김동직,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1098607342,신평통신,이정민,42,전문직별 공사업,41,건설업
1098607774,(주)시원커뮤니티,백승민,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1098608657,(주)남전,이정숙,26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",26,기기류 제조업
1098609277,(주)메스코이엔지,강희범,42,전문직별 공사업,41,건설업
1098610416,(주)네시비스,이은섭,42,전문직별 공사업,41,건설업
1098610721,(주)화이어캅스,이기배,42,전문직별 공사업,41,건설업
1098611375,(주)넷앤드,신호철,58,출판업,58,정보통신업
1098613335,(주)스마트씨앤아이,임요웅,42,전문직별 공사업,41,건설업
1098617438,(주)이인벤션,김은현,71,전문 서비스업,70,전문과학기술업
1098618174,지아이건설(주),문진희외 1명,42,전문직별 공사업,41,건설업
1098618820,(주)뉴가닉코스메틱,강형석,20,화학 물질 및 화학제품 제조업; 의약품 제외,19,특수가공물질 제조업
1098619886,(주)으뜸커뮤니케이션,이석주,46,도매 및 상품 중개업,45,도소매업
1098620103,(주)삼원홀딩스,오현주,42,전문직별 공사업,41,건설업
1098620535,(주)아이디오션,이종복,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1098620549,제일토건(주),맹흥재,42,전문직별 공사업,41,건설업
1098620909,(주)에이디피,이봉기,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1098621290,(주)코스코,박민석,41,종합 건설업,41,건설업
1098622270,(주)뉴코스,김은희,46,도매 및 상품 중개업,45,도소매업
1098622493,(주)다인정보기술,장병호,42,전문직별 공사업,41,건설업
1098623401,(주)후지야마코리아,후지야마쿠니히로,46,도매 및 상품 중개업,45,도소매업
1098624832,(주)월드에어텍,이상일외  1명,75,사업 지원 서비스업,74,사업관리지원
1098625016,희원이엔티(주),서상진,58,출판업,58,정보통신업
1098625281,(주)네오시스,김제석,58,출판업,58,정보통신업
1098626368,(주)어지니스,최충훈,59,영상.오디어 기록물 제작 및 배급업,58,정보통신업
1098627353,(주)인노인,홍윤진,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1098627732,(주)세종이엔지,김춘경,42,전문직별 공사업,41,건설업
1098628726,시큐어플러스(주),최용,58,출판업,58,정보통신업
1098628731,(주)트레비아,임희성,75,사업 지원 서비스업,74,사업관리지원
1098630955,배터리파크(주),박수민,95,개인 및 소비용품 수리업,95,AS
1098631309,(주)상록수,이강민,46,도매 및 상품 중개업,45,도소매업
1098631783,(주)엘이디세이버,홍현철,28,전기장비 제조업,26,기기류 제조업
1098632894,(주)에스티브이엔,민재훈,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1098632948,(주)이스퀘어인터내셔널,설영민,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1098633350,(주)누리게임즈,채경석,58,출판업,58,정보통신업
1098633419,(주)미지에듀,이미애,46,도매 및 상품 중개업,45,도소매업
1098633632,(주)한스전자,윤종업,46,도매 및 상품 중개업,45,도소매업
1098633646,(주)와이에이치컴퍼니,유해선,46,도매 및 상품 중개업,45,도소매업
1098634835,(주)위너스랩,동우상,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1098636323,(주)지오스토리,위광재,58,출판업,58,정보통신업
1098637716,(주)연지건설,김대정,41,종합 건설업,41,건설업
1098640619,(주)기영인포텍,이대호,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1098640694,(주)밀리언에셋매니지먼트,이혜영,63,정보서비스업,58,정보통신업
1098640808,이스트로(주),강희원,58,출판업,58,정보통신업
1098641054,(주)윙코커뮤니케이션,이주연,63,정보서비스업,58,정보통신업
1098641637,(주)코아인,반지혜,90,"창작, 예술 및 여가관련 서비스업",90,관광산업
1098642427,(주)태림종합건설,김명현외 1명,41,종합 건설업,41,건설업
1098643125,(주)위아테크,박태희,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1098643315,(주)아이티알솔루션,이정우,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1098643519,(주)유스트시스템,김보경,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1098644236,(주)엠알티인터내셔널,길완제,26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",26,기기류 제조업
1098645026,(주)프렌트리,장창영,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1098645405,(주)시케이아이,정재동,46,도매 및 상품 중개업,45,도소매업
1098645837,(주)고원시스템,엄승용,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1098646457,(주)엔디엠시스템,김은하,26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",26,기기류 제조업
1098646587,(주)리마커블소프트,이균환외 1명,58,출판업,58,정보통신업
1098646817,(주)엔에스,이주현,42,전문직별 공사업,41,건설업
1098647062,(주)조아정보통신,박민응,42,전문직별 공사업,41,건설업
1098647631,(주)와이드팍스,백성균,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1098647801,(주)유시스넷,이시종,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1098647873,(주)바움앤파트너스,김철현,59,영상.오디어 기록물 제작 및 배급업,58,정보통신업
1098648251,(주)비엔씨,김홍준,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1098649420,밤샘(주),오기정,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1098649473,(주)세나유리코리아,왕수열,46,도매 및 상품 중개업,45,도소매업
1098650437,(주)퍼브,강성욱,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1098650441,(주)아이에스넷,이성연,46,도매 및 상품 중개업,45,도소매업
1098650534,(주)비앤소프트,김태욱,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1098650761,(주)유산용마가먼트,전병석,46,도매 및 상품 중개업,45,도소매업
1098650854,(주)재수,김재수,47,소매업; 자동차 제외,45,도소매업
1098650946,크레딧데이터(주),조경준,63,정보서비스업,58,정보통신업
1098652565,(주)세진이엠에스,최윤희,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1098652605,(주)이케이허브,차은정,58,출판업,58,정보통신업
1098653074,(주)다넷시스템즈,이용철,42,전문직별 공사업,41,건설업
1098653429,(주)원폴라리스,변두성,74,사업시설 관리 및 조경 서비스업,74,사업관리지원
1098654850,(주)쓰리아이,김켄외 1명,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1098655562,한국푸드테크연구소(주),강혜승,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1098655956,(주)가보자,구재모,58,출판업,58,정보통신업
1098700822,포핀코리아(주),쳉타오외  1명,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1098701006,세원파킹(주),이서준,42,전문직별 공사업,41,건설업
1098701592,(주)엠아이테크,우종인외 1명,58,출판업,58,정보통신업
1098800339,(주)친환경식품연구소,차민근,46,도매 및 상품 중개업,45,도소매업
1098801532,제이엠(주),양승희,42,전문직별 공사업,41,건설업
1099012217,비상학원,조순형,85,교육 서비스업,85,교육
1099033115,희영청과,김봉희,47,소매업; 자동차 제외,45,도소매업
1099075755,메타철학연구소,임병갑,58,출판업,58,정보통신업
1099139872,세진북스,홍세진,58,출판업,58,정보통신업
1099163620,도서출판공명,김현정,58,출판업,58,정보통신업
1099166476,스마트주니어,이영남,58,출판업,58,정보통신업
1099193779,씨앤케이잉글리쉬,김옥순,58,출판업,58,정보통신업
1099524678,무궁화문화센터연합회,김윤자,91,스포츠 및 오락관련 서비스업,90,관광산업
1099609693,동강한의원,김진석,86,보건업,86,보건복지
1099609728,오치과의원,오영섭,86,보건업,86,보건복지
1099610526,성심치과의원,김경원,86,보건업,86,보건복지
1099611016,이승호이비인후과,이승호,86,보건업,86,보건복지
1099702192,원픽실용음악학원,김수만,85,교육 서비스업,85,교육
1099859561,고운플라워,박해동,46,도매 및 상품 중개업,45,도소매업
1100113847,세원빌딩,김은순,68,부동산업,68,부동산업
1100113866,아미상사,김종규,46,도매 및 상품 중개업,45,도소매업
1100121202,요기,장운자,46,도매 및 상품 중개업,45,도소매업
1100123383,63공인중개사사무소,홍석순,68,부동산업,68,부동산업
1100123516,진호코리아,손원필,58,출판업,58,정보통신업
1100124999,대한통운사,우국현,52,창고 및 운송관련 서비스업,49,운수 및 창고업
1100125299,모드사인,정진환,71,전문 서비스업,70,전문과학기술업
1100130341,장수보감,양중식,56,음식점 및 주점업,56,음식점
1100133407,세이브시스템,김정만,26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",26,기기류 제조업
1100137645,미지,박선희,47,소매업; 자동차 제외,45,도소매업
1100140043,주영식당,김창영,56,음식점 및 주점업,56,음식점
1100141038,해피크린,김석훈,96,기타 개인 서비스업,95,AS
1100143394,서교월드,부승찬,68,부동산업,68,부동산업
1100152286,씨엘,오대근,14,"의복, 의복 액세서리 및 모피제품 제조업",13,패션 제조업
1100154474,서문건축,김상묵,42,전문직별 공사업,41,건설업
1100159197,토박이,이옥임,56,음식점 및 주점업,56,음식점
1100159260,가인상사,임현,46,도매 및 상품 중개업,45,도소매업
1100166849,문성칼라복사,오춘옥,47,소매업; 자동차 제외,45,도소매업
1100178156,크리스티앙,김은정,96,기타 개인 서비스업,95,AS
1100178248,지엠아쿠아,윤철관,96,기타 개인 서비스업,95,AS
1100179043,운수,박해선,49,육상 운송 및 파이프라인 운송업,49,운수 및 창고업
1100181307,광명전력,전명순,42,전문직별 공사업,41,건설업
1100181516,귀빈숯불갈비,이종관,56,음식점 및 주점업,56,음식점
1100181985,재미넷,허득주,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1100197532,대청마루,차상필,56,음식점 및 주점업,56,음식점
1100214824,디자인아프리카,심재광,73,"기타 전문, 과학 및 기술 서비스업",70,전문과학기술업
1100219718,이화사,노상복,15,"가죽, 가방 및 신발 제조업",13,패션 제조업
1100222703,써니네,박철영,56,음식점 및 주점업,56,음식점
1100225170,나은실업,최금순,14,"의복, 의복 액세서리 및 모피제품 제조업",13,패션 제조업
1100226617,디자인웰,구선미,71,전문 서비스업,70,전문과학기술업
1100227576,아라베스크,김경희,14,"의복, 의복 액세서리 및 모피제품 제조업",13,패션 제조업
1100228099,이지헤어,강재구,96,기타 개인 서비스업,95,AS
1100234325,아현식당,강혜자,56,음식점 및 주점업,56,음식점
1100235682,대상,이재임,68,부동산업,68,부동산업
1100236721,더페이스스튜디오,김성범,73,"기타 전문, 과학 및 기술 서비스업",70,전문과학기술업
1100240579,아키컴퓨터,안영강,46,도매 및 상품 중개업,45,도소매업
1100246710,제이,전재근,41,종합 건설업,41,건설업
1100251493,머리연출,김복순,96,기타 개인 서비스업,95,AS
1100257518,동해자원,이성노,42,전문직별 공사업,41,건설업
1100265186,국제부동산,이석병,68,부동산업,68,부동산업
1100265323,나인정보,이재오,63,정보서비스업,58,정보통신업
1100268261,에이투원,오승원,18,인쇄 및 기록매체 복제업,17,출판 관련 제조업
1100274327,신일도장,이재춘,42,전문직별 공사업,41,건설업
1100274332,캠프커뮤니케이션즈,김회량,71,전문 서비스업,70,전문과학기술업
1100274803,오징어이야기홍대수산,고병주,56,음식점 및 주점업,56,음식점
1100278376,세진이엔씨,이상호,42,전문직별 공사업,41,건설업
1100280440,현우통상,현혜정,46,도매 및 상품 중개업,45,도소매업
1100286973,그린식품,장영호,46,도매 및 상품 중개업,45,도소매업
1100315951,하이컨드롤,한일현,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1100320060,락인코리아,이화신,75,사업 지원 서비스업,74,사업관리지원
1100320906,현대기업,김기덕,41,종합 건설업,41,건설업
1100323276,네임21,채혜원,63,정보서비스업,58,정보통신업
1100329362,다산법무사사무소,김경수,71,전문 서비스업,70,전문과학기술업
1100332474,에이티눈호텔,김성배,55,숙박업,55,숙박업
1100337479,카피플러스,서길원,75,사업 지원 서비스업,74,사업관리지원
1100344932,지오디자인,김두만,58,출판업,58,정보통신업
1100349276,브랜뉴컴,김재호,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1100353969,플러스플래너,최영미,75,사업 지원 서비스업,74,사업관리지원
1100355026,스피드컴,정진균,46,도매 및 상품 중개업,45,도소매업
1100358076,중소기업표준인증원,나승택,71,전문 서비스업,70,전문과학기술업
1100368083,헤어애드,이한용,46,도매 및 상품 중개업,45,도소매업
1100383366,스토리엠노래연습장,조정곤,91,스포츠 및 오락관련 서비스업,90,관광산업
1100386024,사람과인터넷,박주태,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1100386873,창은,하승수,68,부동산업,68,부동산업
1100396987,샬롬미용실,이선목,96,기타 개인 서비스업,95,AS
1100418862,야옹동물병원,김용현,73,"기타 전문, 과학 및 기술 서비스업",70,전문과학기술업
1100427250,디웍스코리아,서영주,63,정보서비스업,58,정보통신업
1100430401,승진산업,신동익,41,종합 건설업,41,건설업
1100432340,에디블가든아로마랩,김지영,47,소매업; 자동차 제외,45,도소매업
1100433989,덕산석재,강환규,41,종합 건설업,41,건설업
1100437194,태인빌딩,황태연,68,부동산업,68,부동산업
1100437438,비에스테크놀러지,기범서,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1100442116,트라이브,남형우,56,음식점 및 주점업,56,음식점
1100447163,이플래너,오필수,71,전문 서비스업,70,전문과학기술업
1100475844,헤어찬,윤재환,96,기타 개인 서비스업,95,AS
1100487016,투다리,박인숙,56,음식점 및 주점업,56,음식점
1100499109,삼성사무기,오서경,46,도매 및 상품 중개업,45,도소매업
1100577742,두산센티움공인,김윤희,68,부동산업,68,부동산업
1100581417,코리아특수효과,강준규,29,기타 기계 및 장비 제조업,26,기기류 제조업
1100620722,위아캐스팅,민부기,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1100622389,부산대원어묵,송은성,56,음식점 및 주점업,56,음식점
1100622899,부동산랜드,김태철,68,부동산업,68,부동산업
1100628404,지이티,조석형,46,도매 및 상품 중개업,45,도소매업
1100628821,인스,최준모,46,도매 및 상품 중개업,45,도소매업
1100629422,태성,김민태,14,"의복, 의복 액세서리 및 모피제품 제조업",13,패션 제조업
1100630929,주얼스쿨,최현숙,16,목재 및 나무제품 제조업; 가구 제외,16,가구 제조업
1100631632,퍼니벅스엔터테인먼트,노현준,59,영상.오디어 기록물 제작 및 배급업,58,정보통신업
1100633611,미래정보,최주현,58,출판업,58,정보통신업
1100642819,제일종합설비,조봉수,42,전문직별 공사업,41,건설업
1100647930,아성목공예술원,곽영달,42,전문직별 공사업,41,건설업
1100648870,현대공인중개사,김영열,68,부동산업,68,부동산업
1100649393,명우회,장승태,46,도매 및 상품 중개업,45,도소매업
1100651720,선미옥칼국수,김광준,56,음식점 및 주점업,56,음식점
1100653354,디자인플러스,김은아,73,"기타 전문, 과학 및 기술 서비스업",70,전문과학기술업
1100658757,뉴텔레콤,최수정,26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",26,기기류 제조업
1100668560,이미지테크,김영춘,47,소매업; 자동차 제외,45,도소매업
1100678675,에스티엠연구소,문필성,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1100695387,(주)창의,장영우,47,소매업; 자동차 제외,45,도소매업
1100699141,대호빌딩,임지영,68,부동산업,68,부동산업
1100699796,소피아헤어,정은주,96,기타 개인 서비스업,95,AS
1100704277,에이스콘트롤,홍두표,41,종합 건설업,41,건설업
1100704622,카이,김우정,56,음식점 및 주점업,56,음식점
1100718145,대호사우나,이충구,41,종합 건설업,41,건설업
1100718903,선비촌,김현희,56,음식점 및 주점업,56,음식점
1100735917,디자인일일구,김일연,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1100736162,대한종합설비,한동윤,41,종합 건설업,41,건설업
1100736876,아이디노,박은성,58,출판업,58,정보통신업
1100737161,지앤유아이앤씨,김선겸,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1100747034,참새방앗간,김정훈,56,음식점 및 주점업,56,음식점
1100755704,비즈굿,김종재,47,소매업; 자동차 제외,45,도소매업
1100764203,하나미디어,임주삼,71,전문 서비스업,70,전문과학기술업
1100766220,세원공업사,김한천,41,종합 건설업,41,건설업
1100768626,케이아이씨,조성옥,46,도매 및 상품 중개업,45,도소매업
1100769566,헤어오클리,강무진,96,기타 개인 서비스업,95,AS
1100782536,엠텍정보,최문숙,41,종합 건설업,41,건설업
1100786298,바이런던,윤진숙,47,소매업; 자동차 제외,45,도소매업
1100789621,레프트로드,박정운,15,"가죽, 가방 및 신발 제조업",13,패션 제조업
1100797359,가인디자인,이규열,73,"기타 전문, 과학 및 기술 서비스업",70,전문과학기술업
1100797567,마크원,이정훈,73,"기타 전문, 과학 및 기술 서비스업",70,전문과학기술업
1100798135,하나로공인중개사사무소,김봉신,68,부동산업,68,부동산업
1100813244,대추나무집,이순옥,56,음식점 및 주점업,56,음식점
1100826400,일미리,,73,"기타 전문, 과학 및 기술 서비스업",70,전문과학기술업
1100831150,푸른공업사,유철신,75,사업 지원 서비스업,74,사업관리지원
1100837469,이벤트팡팡,김종필,75,사업 지원 서비스업,74,사업관리지원
1100838492,스튜디오에프,허하나,14,"의복, 의복 액세서리 및 모피제품 제조업",13,패션 제조업
1100843409,세원정보통신,한상훈,47,소매업; 자동차 제외,45,도소매업
1100858862,쌍용예가공인중개사사무소,백운민,68,부동산업,68,부동산업
1100868166,박인숙텔레콤,박인숙,47,소매업; 자동차 제외,45,도소매업
1100870982,이레헤어,박정신,96,기타 개인 서비스업,95,AS
1100874300,디자인캣츠,조미선,18,인쇄 및 기록매체 복제업,17,출판 관련 제조업
1100875672,오구쌀피자(만리점),박정숙,56,음식점 및 주점업,56,음식점
1100882659,버찌루,조민숙,47,소매업; 자동차 제외,45,도소매업
1100882760,페이스메이커,이나경,20,화학 물질 및 화학제품 제조업; 의약품 제외,19,특수가공물질 제조업
1100893364,정원토탈인테리어,정경숙,42,전문직별 공사업,41,건설업
1100923943,칸정보기술,정상훈,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1100926163,낙커스,박재호,47,소매업; 자동차 제외,45,도소매업
1100926668,윤상영세무회계,윤상영,71,전문 서비스업,70,전문과학기술업
1100928540,소울시저스,현성호,96,기타 개인 서비스업,95,AS
1100930240,피카소화방,이삼동,46,도매 및 상품 중개업,45,도소매업
1100932587,두레주택,윤갑현,41,종합 건설업,41,건설업
1100934606,스캔들,김운수,56,음식점 및 주점업,56,음식점
1100935250,비즈아이,김해란,47,소매업; 자동차 제외,45,도소매업
1100949069,다인,이금범,42,전문직별 공사업,41,건설업
1100950358,대용,김희경,42,전문직별 공사업,41,건설업
1100951492,네오메디칼,이상돈,46,도매 및 상품 중개업,45,도소매업
1100962062,슬로우텐,정현욱,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1100963533,거산,김은실,46,도매 및 상품 중개업,45,도소매업
1100970655,코오롱공인중개사사무소,류원규,68,부동산업,68,부동산업
1100970994,혜성인테리어,김신원,42,전문직별 공사업,41,건설업
1100971334,돌쓰앤권,권현수,47,소매업; 자동차 제외,45,도소매업
1100972629,실베벨,강대준,47,소매업; 자동차 제외,45,도소매업
1100980532,포스텔레콤,홍동섭,47,소매업; 자동차 제외,45,도소매업
1100999540,다우종합건설,박흥식,41,종합 건설업,41,건설업
1100999778,대한인테리어,한행석,42,전문직별 공사업,41,건설업
1101005937,페라스,정민정,46,도매 및 상품 중개업,45,도소매업
1101010895,미소가득한약국,서정수,47,소매업; 자동차 제외,45,도소매업
1101016074,제이에스아이씨티,최준식,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1101028172,여행나라,김명순,75,사업 지원 서비스업,74,사업관리지원
1101032166,리케,이경은,47,소매업; 자동차 제외,45,도소매업
1101036293,서부종합방수,최원택,42,전문직별 공사업,41,건설업
1101037026,브베,김지영,47,소매업; 자동차 제외,45,도소매업
1101037725,태양사,한창곤,63,정보서비스업,58,정보통신업
1101044357,크레파스,김동현,59,영상.오디어 기록물 제작 및 배급업,58,정보통신업
1101044755,맛나식당,윤혜경,56,음식점 및 주점업,56,음식점
1101049013,경찰시험준비를위한모임,문영미,47,소매업; 자동차 제외,45,도소매업
1101049987,미래팜약국,최현희,47,소매업; 자동차 제외,45,도소매업
1101053889,레이디핑크,윤혜원,47,소매업; 자동차 제외,45,도소매업
1101058171,유카이키친,신동근,56,음식점 및 주점업,56,음식점
1101058486,케이피코퍼레이션,김민영,46,도매 및 상품 중개업,45,도소매업
1101058657,더원인터내셔날,원필수,47,소매업; 자동차 제외,45,도소매업
1101059132,모아시스,형남석,58,출판업,58,정보통신업
1101073361,성공,한제택,47,소매업; 자동차 제외,45,도소매업
1101079725,오솔드,나은주,47,소매업; 자동차 제외,45,도소매업
1101081314,유니버스산업,김숙자,46,도매 및 상품 중개업,45,도소매업
1101081537,유비큐오,이해일,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1101081615,인사이더,김세운,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1101083947,애디앤루이스,박혜연,46,도매 및 상품 중개업,45,도소매업
1101084418,삼융주유소,민현식,47,소매업; 자동차 제외,45,도소매업
1101094857,지티정보통신,정윤호,46,도매 및 상품 중개업,45,도소매업
1101096423,소울컴퍼니,배이삭,73,"기타 전문, 과학 및 기술 서비스업",70,전문과학기술업
1101099662,나트헤어,김동표,96,기타 개인 서비스업,95,AS
1101104008,썬테크,정동수,47,소매업; 자동차 제외,45,도소매업
1101111296,엘지텔레콤,김성두,47,소매업; 자동차 제외,45,도소매업
1101111659,리치호텔,박미옥,55,숙박업,55,숙박업
1101112833,포니브라운,오세종,46,도매 및 상품 중개업,45,도소매업
1101113964,(주)서아제이에스씨,강재선,46,도매 및 상품 중개업,45,도소매업
1101115413,리얼커뮤니케이션,이영녕,71,전문 서비스업,70,전문과학기술업
1101126472,미래정보통신,안선화,47,소매업; 자동차 제외,45,도소매업
1101128053,비엠에스,김상훈,63,정보서비스업,58,정보통신업
1101131164,대륙석재,유덕원,41,종합 건설업,41,건설업
1101131806,링사이드,황윤석,47,소매업; 자동차 제외,45,도소매업
1101133013,포스웨이브,최영주,71,전문 서비스업,70,전문과학기술업
1101135006,퍼펌,김성수,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1101135312,한국씨이오연구소,강경태,58,출판업,58,정보통신업
1101135947,서울사,황영남,95,개인 및 소비용품 수리업,95,AS
1101140135,에버폰,이화영,95,개인 및 소비용품 수리업,95,AS
1101143812,샤이니도그,송현희,47,소매업; 자동차 제외,45,도소매업
1101144335,세진상사,김지혜,15,"가죽, 가방 및 신발 제조업",13,패션 제조업
1101147079,에이치앤티,조성모,41,종합 건설업,41,건설업
1101147711,대관령,이미용,56,음식점 및 주점업,56,음식점
1101148345,대성정보통신,박종욱,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1101152441,김밥천국,박규태,56,음식점 및 주점업,56,음식점
1101155225,미라지,박현주,46,도매 및 상품 중개업,45,도소매업
1101159084,케어닉스,이석준,47,소매업; 자동차 제외,45,도소매업
1101168545,라벨르헤어,이수정,96,기타 개인 서비스업,95,AS
1101177777,미샤팩토리아울렛망원점,이경희,47,소매업; 자동차 제외,45,도소매업
1101188691,호반어패럴,김영덕,16,목재 및 나무제품 제조업; 가구 제외,16,가구 제조업
1101192458,우리펜션,한승호,71,전문 서비스업,70,전문과학기술업
1101201518,아지트미용실,진은영,96,기타 개인 서비스업,95,AS
1101203476,준아트,전미,71,전문 서비스업,70,전문과학기술업
1101204591,태평양특송,김분례,52,창고 및 운송관련 서비스업,49,운수 및 창고업
1101207206,에반스타일,송인한,96,기타 개인 서비스업,95,AS
1101221381,대성공업사,유호현,41,종합 건설업,41,건설업
1101239130,힐링,서동혁,96,기타 개인 서비스업,95,AS
1101240393,마리에따런던,유현,24,1차 금속 제조업,19,특수가공물질 제조업
1101243032,아이씨에스,김양은,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1101249147,아마빌레뮤직콘설팅앤리서치,홍석주,75,사업 지원 서비스업,74,사업관리지원
1101263270,호현텔레콤,이영일,47,소매업; 자동차 제외,45,도소매업
1101267067,스타뷰티,김영민,28,전기장비 제조업,26,기기류 제조업
1101273045,피라,피라현,47,소매업; 자동차 제외,45,도소매업
1101278512,산아란,임난희,47,소매업; 자동차 제외,45,도소매업
1101284300,시공창고,이형숙,41,종합 건설업,41,건설업
1101288209,족발의장인족장,공지선,56,음식점 및 주점업,56,음식점
1101288359,나눔공인중개사사무소,곽숙경,68,부동산업,68,부동산업
1101289251,케이앤케이트레이드,권용기,45,자동차 및 부품 판매업,45,도소매업
1101292794,벨벳골드마인,서동영,71,전문 서비스업,70,전문과학기술업
1101297635,서부공조,심재관,42,전문직별 공사업,41,건설업
1101298992,마프,박형승,47,소매업; 자동차 제외,45,도소매업
1101322204,달콤,홍선미,47,소매업; 자동차 제외,45,도소매업
1101322451,창천빌라,강상국,68,부동산업,68,부동산업
1101324366,신라트레이딩,신동훈,46,도매 및 상품 중개업,45,도소매업
1101326025,두근두근쿠키야,유정원,47,소매업; 자동차 제외,45,도소매업
1101326160,미래데이타서비스,김포라,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",58,정보통신업
1101330174,라나이,안영호,56,음식점 및 주점업,56,음식점
1101336033,주투일,이복일,21,의료용 물질 및 의약품 제조업,19,특수가공물질 제조업
1101336315,느낌있는댄서,정소미,47,소매업; 자동차 제외,45,도소매업
